policy,workload,queue_depth,bank_count,refresh_interval,thread_count,completed_requests,dropped_requests,avg_latency_cycles,p95_latency_cycles,avg_wait_cycles,throughput_req_per_cycle,throughput_req_per_kcycle,row_buffer_hit_rate,jains_fairness,bank_utilization
frfcfs,workload3_zipf.txt,32,8,1.0,8,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload1_random.txt,4,8,1.0,1,9024,90967,97.0691,208.85,43.2766,0.09024,90.24,0.0,1.0,"{'bank_0': 0.6138, 'bank_1': 0.5706, 'bank_2': 0.64836, 'bank_3': 0.60084, 'bank_4': 0.603, 'bank_5': 0.60462, 'bank_6': 0.63216, 'bank_7': 0.58356}"
priority,workload1_random.txt,8,8,1.0,1,10645,89340,127.893,269.0,74.0689,0.10645,106.45,0.0,1.0,"{'bank_0': 0.72342, 'bank_1': 0.7137, 'bank_2': 0.72126, 'bank_3': 0.6921, 'bank_4': 0.7002, 'bank_5': 0.73098, 'bank_6': 0.73044, 'bank_7': 0.7218}"
priority,workload1_random.txt,16,8,1.0,1,12183,87796,183.8679,437.0,130.0275,0.12183,121.83,0.0002,1.0,"{'bank_0': 0.86058, 'bank_1': 0.8181, 'bank_2': 0.80928, 'bank_3': 0.81954, 'bank_4': 0.8082, 'bank_5': 0.83592, 'bank_6': 0.80172, 'bank_7': 0.80874}"
priority,workload1_random.txt,32,8,1.0,1,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload1_random.txt,64,8,1.0,1,13629,86299,519.8929,1281.6,466.0434,0.13629,136.29,0.0004,1.0,"{'bank_0': 0.96228, 'bank_1': 0.92826, 'bank_2': 0.89856, 'bank_3': 0.91188, 'bank_4': 0.90378, 'bank_5': 0.93636, 'bank_6': 0.88974, 'bank_7': 0.9126}"
priority,workload1_random.txt,32,2,1.0,1,3564,96402,946.1625,1673.0,892.3039,0.03564,35.64,0.0003,1.0,"{'bank_0': 0.96264, 'bank_1': 0.95796}"
priority,workload1_random.txt,32,4,1.0,1,6870,93094,516.2862,1293.0,462.4381,0.0687,68.7,0.0004,1.0,"{'bank_0': 0.93906, 'bank_1': 0.91368, 'bank_2': 0.9162, 'bank_3': 0.93258}"
priority,workload1_random.txt,32,8,1.0,1,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload1_random.txt,32,16,1.0,1,23813,76141,186.9012,475.0,133.063,0.23813,238.13,0.0001,1.0,"{'bank_0': 0.82548, 'bank_1': 0.82494, 'bank_2': 0.78624, 'bank_3': 0.77526, 'bank_4': 0.84168, 'bank_5': 0.81414, 'bank_6': 0.79038, 'bank_7': 0.79848, 'bank_8': 0.80226, 'bank_9': 0.78786, 'bank_10': 0.78444, 'bank_11': 0.80712, 'bank_12': 0.79092, 'bank_13': 0.80568, 'bank_14': 0.81954, 'bank_15': 0.77418}"
priority,workload1_random.txt,32,8,0.5,1,12479,87481,308.4488,814.0,254.7575,0.12479,124.79,0.0002,1.0,"{'bank_0': 0.85302, 'bank_1': 0.84366, 'bank_2': 0.81504, 'bank_3': 0.8064, 'bank_4': 0.8847, 'bank_5': 0.83862, 'bank_6': 0.82584, 'bank_7': 0.83718}"
priority,workload1_random.txt,32,8,0.75,1,12785,87176,301.7865,806.0,247.992,0.12785,127.85,0.0001,1.0,"{'bank_0': 0.88614, 'bank_1': 0.84834, 'bank_2': 0.84024, 'bank_3': 0.86832, 'bank_4': 0.89748, 'bank_5': 0.82782, 'bank_6': 0.8685, 'bank_7': 0.8451}"
priority,workload1_random.txt,32,8,1.0,1,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload1_random.txt,32,8,1.25,1,13198,86762,294.7731,699.0,240.9013,0.13198,131.98,0.0002,1.0,"{'bank_0': 0.9009, 'bank_1': 0.87822, 'bank_2': 0.88866, 'bank_3': 0.91386, 'bank_4': 0.92214, 'bank_5': 0.8757, 'bank_6': 0.83934, 'bank_7': 0.8955}"
priority,workload1_random.txt,32,8,1.5,1,13158,86803,295.447,748.0,241.5482,0.13158,131.58,0.0001,1.0,"{'bank_0': 0.89748, 'bank_1': 0.9144, 'bank_2': 0.87642, 'bank_3': 0.88182, 'bank_4': 0.90288, 'bank_5': 0.91584, 'bank_6': 0.83862, 'bank_7': 0.86886}"
priority,workload1_random.txt,32,8,1.0,1,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload1_random.txt,32,8,1.0,2,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload1_random.txt,32,8,1.0,4,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload1_random.txt,32,8,1.0,8,13101,86859,296.5311,701.0,242.6767,0.13101,131.01,0.0001,1.0,"{'bank_0': 0.91422, 'bank_1': 0.87462, 'bank_2': 0.85194, 'bank_3': 0.89838, 'bank_4': 0.88704, 'bank_5': 0.89838, 'bank_6': 0.85842, 'bank_7': 0.87678}"
priority,workload2_sequential.txt,4,8,1.0,1,12065,87924,85.9723,109.0,32.1275,0.12065,120.65,0.0,1.0,"{'bank_0': 0.95994, 'bank_1': 0.9243, 'bank_2': 0.92592, 'bank_3': 0.53982, 'bank_4': 0.73692, 'bank_5': 0.73584, 'bank_6': 0.94266, 'bank_7': 0.73476}"
priority,workload2_sequential.txt,8,8,1.0,1,14288,85696,108.8147,113.0,54.9457,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,16,8,1.0,1,14288,85688,164.7251,167.0,110.8561,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,8,1.0,1,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,64,8,1.0,1,14288,85640,499.439,775.0,445.57,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,2,1.0,1,3572,96394,944.2828,1211.0,890.4138,0.03572,35.72,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264}"
priority,workload2_sequential.txt,32,4,1.0,1,7144,92820,499.5392,777.0,445.6702,0.07144,71.44,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264}"
priority,workload2_sequential.txt,32,8,1.0,1,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,16,1.0,1,28576,71376,164.7055,173.0,110.8365,0.28576,285.76,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264, 'bank_8': 0.96264, 'bank_9': 0.96264, 'bank_10': 0.96264, 'bank_11': 0.96264, 'bank_12': 0.96264, 'bank_13': 0.96264, 'bank_14': 0.96264, 'bank_15': 0.96264}"
priority,workload2_sequential.txt,32,8,0.5,1,13672,86288,286.3985,551.0,232.6723,0.13672,136.72,0.0,1.0,"{'bank_0': 0.91872, 'bank_1': 0.91872, 'bank_2': 0.91872, 'bank_3': 0.91872, 'bank_4': 0.91872, 'bank_5': 0.91872, 'bank_6': 0.91872, 'bank_7': 0.91872}"
priority,workload2_sequential.txt,32,8,0.75,1,14083,85878,279.513,275.0,225.697,0.14083,140.83,0.0,1.0,"{'bank_0': 0.94824, 'bank_1': 0.9477, 'bank_2': 0.9477, 'bank_3': 0.9477, 'bank_4': 0.9477, 'bank_5': 0.9477, 'bank_6': 0.94824, 'bank_7': 0.94824}"
priority,workload2_sequential.txt,32,8,1.0,1,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,8,1.25,1,14368,85592,275.2428,275.0,221.353,0.14368,143.68,0.0,1.0,"{'bank_0': 0.9684, 'bank_1': 0.9684, 'bank_2': 0.9684, 'bank_3': 0.9684, 'bank_4': 0.9684, 'bank_5': 0.9684, 'bank_6': 0.9684, 'bank_7': 0.9684}"
priority,workload2_sequential.txt,32,8,1.5,1,14448,85512,274.0055,275.0,220.0952,0.14448,144.48,0.0,1.0,"{'bank_0': 0.97416, 'bank_1': 0.97416, 'bank_2': 0.97416, 'bank_3': 0.97416, 'bank_4': 0.97416, 'bank_5': 0.97416, 'bank_6': 0.97416, 'bank_7': 0.97416}"
priority,workload2_sequential.txt,32,8,1.0,1,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,8,1.0,2,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,8,1.0,4,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload2_sequential.txt,32,8,1.0,8,14288,85672,276.4401,275.0,222.5711,0.14288,142.88,0.0,1.0,"{'bank_0': 0.96264, 'bank_1': 0.96264, 'bank_2': 0.96264, 'bank_3': 0.96264, 'bank_4': 0.96264, 'bank_5': 0.96264, 'bank_6': 0.96264, 'bank_7': 0.96264}"
priority,workload3_zipf.txt,4,8,1.0,1,9178,90811,96.2687,203.0,42.5354,0.09178,91.78,0.0017,1.0,"{'bank_0': 0.5985, 'bank_1': 0.59868, 'bank_2': 0.6327, 'bank_3': 0.62712, 'bank_4': 0.62676, 'bank_5': 0.61236, 'bank_6': 0.65214, 'bank_7': 0.58716}"
priority,workload3_zipf.txt,8,8,1.0,1,10706,89281,127.2812,269.0,73.5703,0.10706,107.06,0.0032,1.0,"{'bank_0': 0.72756, 'bank_1': 0.71838, 'bank_2': 0.73098, 'bank_3': 0.74052, 'bank_4': 0.69174, 'bank_5': 0.68598, 'bank_6': 0.71406, 'bank_7': 0.74376}"
priority,workload3_zipf.txt,16,8,1.0,1,12100,87876,184.6542,431.0,130.9874,0.121,121.0,0.005,1.0,"{'bank_0': 0.80478, 'bank_1': 0.82116, 'bank_2': 0.84438, 'bank_3': 0.8082, 'bank_4': 0.80532, 'bank_5': 0.79758, 'bank_6': 0.82746, 'bank_7': 0.78912}"
priority,workload3_zipf.txt,32,8,1.0,1,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload3_zipf.txt,64,8,1.0,1,13784,86144,514.414,1296.0,461.0696,0.13784,137.84,0.0144,1.0,"{'bank_0': 0.92448, 'bank_1': 0.90774, 'bank_2': 0.927, 'bank_3': 0.93492, 'bank_4': 0.93924, 'bank_5': 0.91926, 'bank_6': 0.93006, 'bank_7': 0.87462}"
priority,workload3_zipf.txt,32,2,1.0,1,3422,96544,982.9036,1949.0,929.398,0.03422,34.22,0.0099,1.0,"{'bank_0': 0.96084, 'bank_1': 0.8712}"
priority,workload3_zipf.txt,32,4,1.0,1,6747,93217,524.7187,1441.1,471.1082,0.06747,67.47,0.007,1.0,"{'bank_0': 0.94338, 'bank_1': 0.86724, 'bank_2': 0.93132, 'bank_3': 0.87732}"
priority,workload3_zipf.txt,32,8,1.0,1,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload3_zipf.txt,32,16,1.0,1,23820,76137,186.6044,485.0,133.0805,0.2382,238.2,0.0089,1.0,"{'bank_0': 0.83088, 'bank_1': 0.82404, 'bank_2': 0.80298, 'bank_3': 0.8289, 'bank_4': 0.81702, 'bank_5': 0.82134, 'bank_6': 0.81576, 'bank_7': 0.79416, 'bank_8': 0.76842, 'bank_9': 0.7722, 'bank_10': 0.79578, 'bank_11': 0.77526, 'bank_12': 0.76176, 'bank_13': 0.81252, 'bank_14': 0.77472, 'bank_15': 0.7596}"
priority,workload3_zipf.txt,32,8,0.5,1,12330,87630,311.2431,908.0,257.8008,0.1233,123.3,0.0071,1.0,"{'bank_0': 0.82926, 'bank_1': 0.7848, 'bank_2': 0.89388, 'bank_3': 0.83682, 'bank_4': 0.77688, 'bank_5': 0.81648, 'bank_6': 0.85032, 'bank_7': 0.80532}"
priority,workload3_zipf.txt,32,8,0.75,1,12941,87021,298.7375,750.0,245.177,0.12941,129.41,0.0066,1.0,"{'bank_0': 0.8721, 'bank_1': 0.85302, 'bank_2': 0.8856, 'bank_3': 0.87642, 'bank_4': 0.86706, 'bank_5': 0.8496, 'bank_6': 0.87354, 'bank_7': 0.8577}"
priority,workload3_zipf.txt,32,8,1.0,1,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload3_zipf.txt,32,8,1.25,1,12971,86989,298.6568,797.5,245.0925,0.12971,129.71,0.0087,1.0,"{'bank_0': 0.84924, 'bank_1': 0.828, 'bank_2': 0.9162, 'bank_3': 0.86994, 'bank_4': 0.88038, 'bank_5': 0.86076, 'bank_6': 0.8991, 'bank_7': 0.84852}"
priority,workload3_zipf.txt,32,8,1.5,1,13201,86760,293.9875,760.0,240.3529,0.13201,132.01,0.0074,1.0,"{'bank_0': 0.89892, 'bank_1': 0.8667, 'bank_2': 0.93096, 'bank_3': 0.89046, 'bank_4': 0.8721, 'bank_5': 0.85536, 'bank_6': 0.8901, 'bank_7': 0.88002}"
priority,workload3_zipf.txt,32,8,1.0,1,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload3_zipf.txt,32,8,1.0,2,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload3_zipf.txt,32,8,1.0,4,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
priority,workload3_zipf.txt,32,8,1.0,8,13001,86960,297.9141,767.0,244.3239,0.13001,130.01,0.0074,1.0,"{'bank_0': 0.84924, 'bank_1': 0.87678, 'bank_2': 0.90522, 'bank_3': 0.86634, 'bank_4': 0.84366, 'bank_5': 0.87822, 'bank_6': 0.90054, 'bank_7': 0.85104}"
